0.157895	0.789474	566.038
0.157895	0.842105	-1105.76
0.157895	0.894737	1064.29
0.157895	0.947368	-318.544
0.157895	1	-846.862
0.210526	0	175.262
0.210526	0.0526316	178.547
0.210526	0.105263	174.849
0.210526	0.157895	147.924
0.210526	0.210526	244.754
0.210526	0.263158	90.9551
0.210526	0.315789	184.019
0.210526	0.368421	310.148
0.210526	0.421053	-111.23
0.210526	0.473684	446.283
0.210526	0.526316	111.85
0.210526	0.578947	-159.82
0.210526	0.631579	788.561
0.210526	0.684211	-445.437
0.210526	0.736842	302.049
0.210526	0.789474	713.175
0.210526	0.842105	-958.622
0.210526	0.894737	1211.43
0.210526	0.947368	-171.407
0.210526	1	-699.725
0.263158	0	158.586
0.263158	0.0526316	161.871
0.263158	0.105263	158.172
0.263158	0.157895	131.247
0.263158	0.210526	228.077
0.263158	0.263158	74.2784
0.263158	0.315789	167.342
0.263158	0.368421	293.471
0.263158	0.421053	-127.907
0.263158	0.473684	429.606
0.263158	0.526316	95.1729
0.263158	0.578947	-176.496
0.263158	0.631579	771.885
0.263158	0.684211	-462.114
0.263158	0.736842	285.373
0.263158	0.789474	696.498
0.263158	0.842105	-975.298
0.263158	0.894737	1194.75
0.263158	0.947368	-188.083
0.263158	1	-716.402
0.315789	0	-82.6359
0.315789	0.0526316	-79.3509
0.315789	0.105263	-83.0492
0.315789	0.157895	-109.975
0.315789	0.210526	-13.1446
0.315789	0.263158	-166.943
0.315789	0.315789	-73.8792
0.315789	0.368421	52.2499
0.315789	0.421053	-369.128
0.315789	0.473684	188.385
0.315789	0.526316	-146.049
0.315789	0.578947	-417.718
0.315789	0.631579	530.663
0.315789	0.684211	-703.335
0.315789	0.736842	44.151
0.315789	0.789474	455.276
0.315789	0.842105	-1216.52
0.315789	0.894737	953.531
0.315789	0.947368	-429.305
0.315789	1	-957.623
0.368421	0	-298.115
0.368421	0.0526316	-294.83
0.368421	0.105263	-298.529
0.368421	0.157895	-325.454
0.368421	0.210526	-228.624
0.368421	0.263158	-382.423
0.368421	0.315789	-289.359
0.368421	0.368421	-163.23
0.368421	0.421053	-584.608
0.368421	0.473684	-27.0949
0.368421	0.526316	-361.528
0.368421	0.578947	-633.197
0.368421	0.631579	315.184
0.368421	0.684211	-918.815
0.368421	0.736842	-171.328
0.368421	0.789474	239.797
0.368421	0.842105	-1432
0.368421	0.894737	738.051
0.368421	0.947368	-644.785
0.368421	1	-1173.1
0.421053	0	-183.87
0.421053	0.0526316	-180.585
0.421053	0.105263	-184.284
0.421053	0.157895	-211.209
0.421053	0.210526	-114.379
0.421053	0.263158	-268.178
0.421053	0.315789	-175.114
0.421053	0.368421	-48.9845
0.421053	0.421053	-470.363
0.421053	0.473684	87.1501
0.421053	0.526316	-247.283
0.421053	0.578947	-518.952
0.421053	0.631579	429.429
0.421053	0.684211	-804.57
0.421053	0.736842	-57.0834
0.421053	0.789474	354.042
0.421053	0.842105	-1317.75
0.421053	0.894737	852.296
0.421053	0.947368	-530.54
0.421053	1	-1058.86
0.473684	0	211.05
0.473684	0.0526316	214.335
0.473684	0.105263	210.637
0.473684	0.157895	183.711
0.473684	0.210526	280.542
0.473684	0.263158	126.743
0.473684	0.315789	219.807
0.473684	0.368421	345.936
0.473684	0.421053	-75.4419
0.473684	0.473684	482.071
0.473684	0.526316	147.638
0.473684	0.578947	-124.032
0.473684	0.631579	824.349
0.473684	0.684211	-409.649
0.473684	0.736842	337.837
0.473684	0.789474	748.963
0.473684	0.842105	-922.834
0.473684	0.894737	1247.22
0.473684	0.947368	-135.619
0.473684	1	-663.937
0.526316	0	455.734
0.526316	0.0526316	459.019
0.526316	0.105263	455.32
0.526316	0.157895	428.395
0.526316	0.210526	525.225
0.526316	0.263158	371.426
0.526316	0.315789	464.49
0.526316	0.368421	590.62
0.526316	0.421053	169.241
0.526316	0.473684	726.754
0.526316	0.526316	392.321
0.526316	0.578947	120.652
0.526316	0.631579	1069.03
0.526316	0.684211	-164.966
0.526316	0.736842	582.521
0.526316	0.789474	993.646
0.526316	0.842105	-678.15
0.526316	0.894737	1491.9
0.526316	0.947368	109.065
0.526316	1	-419.254
0.578947	0	209.609
0.578947	0.0526316	212.894
0.578947	0.105263	209.196
0.578947	0.157895	182.27
0.578947	0.210526	279.101
0.578947	0.263158	125.302
0.578947	0.315789	218.366
0.578947	0.368421	344.495
0.578947	0.421053	-76.883
0.578947	0.473684	480.63
0.578947	0.526316	146.196
0.578947	0.578947	-125.473
0.578947	0.631579	822.908
0.578947	0.684211	-411.09
0.578947	0.736842	336.396
0.578947	0.789474	747.521
0.578947	0.842105	-924.275
0.578947	0.894737	1245.78
0.578947	0.947368	-137.06
0.578947	1	-665.378
0.631579	0	-321.745
0.631579	0.0526316	-318.46
0.631579	0.105263	-322.158
0.631579	0.157895	-349.084
0.631579	0.210526	-252.253
0.631579	0.263158	-406.052
0.631579	0.315789	-312.988
0.631579	0.368421	-186.859
0.631579	0.421053	-608.237
0.631579	0.473684	-50.7243
0.631579	0.526316	-385.158
0.631579	0.578947	-656.827
0.631579	0.631579	291.554
0.631579	0.684211	-942.444
0.631579	0.736842	-194.958
0.631579	0.789474	216.168
0.631579	0.842105	-1455.63
0.631579	0.894737	714.422
0.631579	0.947368	-668.414
0.631579	1	-1196.73
0.684211	0	-538.234
0.684211	0.0526316	-534.949
0.684211	0.105263	-538.647
0.684211	0.157895	-565.573
0.684211	0.210526	-468.742
0.684211	0.263158	-622.541
0.684211	0.315789	-529.477
0.684211	0.368421	-403.348
0.684211	0.421053	-824.726
0.684211	0.473684	-267.213
0.684211	0.526316	-601.647
0.684211	0.578947	-873.316
0.684211	0.631579	75.0652
0.684211	0.684211	-1158.93
0.684211	0.736842	-411.447
0.684211	0.789474	-0.321527
0.684211	0.842105	-1672.12
0.684211	0.894737	497.933
0.684211	0.947368	-884.903
0.684211	1	-1413.22
0.736842	0	-119.807
0.736842	0.0526316	-116.522
0.736842	0.105263	-120.22
0.736842	0.157895	-147.146
0.736842	0.210526	-50.3158
0.736842	0.263158	-204.114
0.736842	0.315789	-111.05
0.736842	0.368421	15.0787
0.736842	0.421053	-406.299
0.736842	0.473684	151.213
0.736842	0.526316	-183.22
0.736842	0.578947	-454.889
0.736842	0.631579	493.492
0.736842	0.684211	-740.507
0.736842	0.736842	6.97981
0.736842	0.789474	418.105
0.736842	0.842105	-1253.69
0.736842	0.894737	916.359
0.736842	0.947368	-466.476
0.736842	1	-994.794
0.789474	0	534.035
0.789474	0.0526316	537.32
0.789474	0.105263	533.621
0.789474	0.157895	506.696
0.789474	0.210526	603.526
0.789474	0.263158	449.727
0.789474	0.315789	542.791
0.789474	0.368421	668.92
0.789474	0.421053	247.542
0.789474	0.473684	805.055
0.789474	0.526316	470.622
0.789474	0.578947	198.953
0.789474	0.631579	1147.33
0.789474	0.684211	-86.6649
0.789474	0.736842	660.822
0.789474	0.789474	1071.95
0.789474	0.842105	-599.849
0.789474	0.894737	1570.2
0.789474	0.947368	187.366
0.789474	1	-340.953
0.842105	0	679.822
0.842105	0.0526316	683.107
0.842105	0.105263	679.409
0.842105	0.157895	652.483
0.842105	0.210526	749.314
0.842105	0.263158	595.515
0.842105	0.315789	688.579
0.842105	0.368421	814.708
0.842105	0.421053	393.33
0.842105	0.473684	950.843
0.842105	0.526316	616.41
0.842105	0.578947	344.74
0.842105	0.631579	1293.12
0.842105	0.684211	59.1228
0.842105	0.736842	806.609
0.842105	0.789474	1217.73
0.842105	0.842105	-454.062
0.842105	0.894737	1715.99
0.842105	0.947368	333.153
0.842105	1	-195.165
0.894737	0	78.1882
0.894737	0.0526316	81.4732
0.894737	0.105263	77.7749
0.894737	0.157895	50.8493
0.894737	0.210526	147.68
0.894737	0.263158	-6.11905
0.894737	0.315789	86.9449
0.894737	0.368421	213.074
0.894737	0.421053	-208.304
0.894737	0.473684	349.209
0.894737	0.526316	14.7754
0.894737	0.578947	-256.894
0.894737	0.631579	691.487
0.894737	0.684211	-542.511
0.894737	0.736842	204.975
0.894737	0.789474	616.1
0.894737	0.842105	-1055.7
0.894737	0.894737	1114.35
0.894737	0.947368	-268.481
0.894737	1	-796.799
0.947368	0	-651.863
0.947368	0.0526316	-648.578
0.947368	0.105263	-652.276
0.947368	0.157895	-679.202
0.947368	0.210526	-582.371
0.947368	0.263158	-736.17
0.947368	0.315789	-643.106
0.947368	0.368421	-516.977
0.947368	0.421053	-938.355
0.947368	0.473684	-380.842
0.947368	0.526316	-715.275
0.947368	0.578947	-986.945
0.947368	0.631579	-38.5636
0.947368	0.684211	-1272.56
0.947368	0.736842	-525.076
0.947368	0.789474	-113.95
0.947368	0.842105	-1785.75
0.947368	0.894737	384.304
0.947368	0.947368	-998.532
0.947368	1	-1526.85
1	0	-662.641
1	0.0526316	-659.356
1	0.105263	-663.054
1	0.157895	-689.98
1	0.210526	-593.149
1	0.263158	-746.948
1	0.315789	-653.884
1	0.368421	-527.755
1	0.421053	-949.133
1	0.473684	-391.62
1	0.526316	-726.054
1	0.578947	-997.723
1	0.631579	-49.3418
1	0.684211	-1283.34
1	0.736842	-535.854
1	0.789474	-124.729
1	0.842105	-1796.52
1	0.894737	373.526
1	0.947368	-1009.31
1	1	-1537.63
